dex_number	internal_index	species_label	species_name	form_name	form_type	lineage_id	evo_stage	evolves_from	evolves_into	evo_methods	evo_params	evo_item_obtainable	type1	type2	hp	atk	defense	spa	spd	spe	bst	ability1	ability2	ability_hidden	held_item1	held_item2	levelup_moves	n_levelup	tm_moves	n_tm	egg_moves	n_egg	tutor_moves	event_moves	availability	n_availability	earliest_level	earliest_checkpoint	is_starter	wild_obtainable	one_time_only	missable	siblings	is_cosmetic_form	source_files	confidence	notes	reachable
949	1337	SPECIES_TOEDSCRUEL	Toedscruel	NONE	base	1336	2	1336	NONE	NONE	NONE	UNK	Ground	Grass	80	60	80	90	120	100	530	Clear Body	Mold Breaker	NONE	Tiny Mushroom	Big Mushroom	513:1,35:1,229:1,189:1,48:4,71:6,77:8,78:8,48:12,72:16,103:20,341:23,506:28,402:33,74:37,202:46,147:48,414:50,438:54	19	402,331,269,113,202,115,188,412,474,282,414,447,430,605,433,492,506,76,811,408,240,438,191,117,218,237,102,363,182,99,216,290,164,779,92,263,156,214	38	NONE	0	UNK	UNK	MAP_SAFARI_ZONE_NORTH:grass:40-45:10:NONE	1	40	07_Pre-MtChimney-Magma	False	True	False	False	NONE	False	speciesData_json.txt;wild_encounters_json.txt;Pokemon_Routes__Gift_Mons__and_Eggs.pdf;General_Documents___Locations.xlsx	Measured	NONE	direct
950	1338	SPECIES_KLAWF	Klawf	NONE	base	1338	1	NONE	NONE	NONE	NONE	UNK	Rock		70	100	115	35	55	75	450	Anger Shell	Shell Armor	Regenerator	NONE	NONE	11:1,88:1,106:1,249:5,317:7,232:13,197:17,350:19,404:23,175:27,157:31,630:34,334:43,14:47	14	91,280,630,317,168,843,421,661,444,282,414,157,404,523,276,704,15,70,249,334,397,446,14,350,34,241,201,811,408,240,117,218,237,102,363,182,99,216,290,164,779,92,263,156,214	45	246,152,283,282	4	UNK	UNK	MAP_ROUTE111:grass:20-24:5:NONE|MAP_SEAFLOOR_CAVERN_ROOM1:grass:40-50:10:NONE|MAP_SEAFLOOR_CAVERN_ROOM1:grass:40-50:10:NONE|MAP_SEAFLOOR_CAVERN_ROOM2:grass:40-50:10:NONE|MAP_SEAFLOOR_CAVERN_ROOM2:grass:40-50:10:NONE|Lavaridge Town:egg:1-1:UNK:Give lady a Yellow Shard	6	1	01_Pre-Roxanne	False	True	False	False	NONE	False	speciesData_json.txt;wild_encounters_json.txt;Pokemon_Routes__Gift_Mons__and_Eggs.pdf;General_Documents___Locations.xlsx	Measured	NONE	direct
951	1339	SPECIES_CAPSAKID	Capsakid	NONE	base	1339	1	NONE	EVO_ITEM:1340:211	EVO_ITEM	item=211	UNK	Grass		52	62	40	62	40	50	306	Chlorophyll	Insomnia	NONE	NONE	NONE	633:1,43:1,44:1,74:1,75:7,241:11,72:15,29:18,428:22,242:28,402:35,76:38	12	402,428,331,269,202,168,412,731,661,447,241,76,201,811,632,117,218,237,102,363,182,99,216,290,164,779,92,263,156,214	30	275,73,476,205,388	5	UNK	UNK	MAP_ROUTE119:grass:25-27:20:NONE	1	25	03_Pre-Brawly	False	True	False	False	NONE	False	speciesData_json.txt;wild_encounters_json.txt;Pokemon_Routes__Gift_Mons__and_Eggs.pdf;General_Documents___Locations.xlsx	Measured	NONE	direct
952	1340	SPECIES_SCOVILLAIN	Scovillain	NONE	base	1339	2	1339	NONE	NONE	NONE	UNK	Grass	Fire	85	78	65	118	65	75	486	Chlorophyll	Insomnia	NONE	NONE	NONE	53:0,633:1,424:1,53:1,43:1,44:1,74:1,75:7,241:11,72:15,29:18,428:22,242:28,402:35,76:38,315:48	16	402,257,428,331,269,202,311,53,126,432,168,315,412,731,843,261,661,447,743,488,417,424,241,76,201,595,811,632,117,218,237,102,363,182,99,216,290,164,779,92,263,156,214	43	NONE	0	UNK	UNK	NONE	0	UNK	UNK	False	False	False	UNK	NONE	False	speciesData_json.txt;wild_encounters_json.txt;Pokemon_Routes__Gift_Mons__and_Eggs.pdf;General_Documents___Locations.xlsx	Inferred	no direct encounter; reached by evolving a pre-evolution	via_evolution
953	1341	SPECIES_RELLOR	Rellor	NONE	base	1341	1	NONE	EVO_LEVEL:1342:16	EVO_LEVEL	level=16	UNK	Bug		41	50	60	31	58	30	270	Compound Eyes	NONE	Shed Skin	NONE	NONE	33:1,93:1,111:1,28:4,522:7,205:11,341:15,141:20,36:24,91:29,642:35	11	311,91,188,317,168,141,404,441,450,334,405,117,218,237,102,363,182,99,216,290,164,779,92,263,156,214	26	322,262,105,311	4	UNK	UNK	MAP_ROUTE120:grass:35-40:4:NONE	1	35	07_Pre-MtChimney-Magma	False	True	False	False	NONE	False	speciesData_json.txt;wild_encounters_json.txt;Pokemon_Routes__Gift_Mons__and_Eggs.pdf;General_Documents___Locations.xlsx	Measured	NONE	direct
954	1342	SPECIES_RABSCA	Rabsca	NONE	base	1341	2	1341	NONE	NONE	NONE	UNK	Bug	Psychic	75	50	85	115	100	45	470	Synchronize	NONE	Telepathy	NONE	NONE	326:0,326:1,33:1,93:1,111:1,28:4,522:7,205:11,341:15,141:20,36:24,324:28,105:32,405:35,646:40,384:40,385:40,94:44	18	428,113,311,91,94,247,115,100,188,317,168,141,412,414,404,248,369,441,605,473,845,433,450,334,347,500,241,405,201,408,728,240,356,117,218,237,102,363,182,99,216,290,164,779,92,263,156,214	48	NONE	0	UNK	UNK	NONE	0	UNK	UNK	False	False	False	UNK	NONE	False	speciesData_json.txt;wild_encounters_json.txt;Pokemon_Routes__Gift_Mons__and_Eggs.pdf;General_Documents___Locations.xlsx	Inferred	no direct encounter; reached by evolving a pre-evolution	via_evolution
955	1343	SPECIES_FLITTLE	Flittle	NONE	base	1343	1	NONE	EVO_LEVEL:1344:34	EVO_LEVEL	level=34	UNK	Psychic		30	35	30	55	30	75	255	Speed Boost	Frisk	NONE	NONE	NONE	64:1,45:1,93:1,314:5,608:8,574:11,98:15,60:19,365:24,97:29,253:34	11	402,428,113,94,115,168,355,369,473,433,347,492,500,241,201,240,365,117,218,237,102,363,182,99,216,290,164,779,92,263,156,214	32	355,95	2	UNK	UNK	MAP_ROUTE121:grass:38-42:10:NONE	1	38	07_Pre-MtChimney-Magma	False	True	False	False	NONE	False	speciesData_json.txt;wild_encounters_json.txt;Pokemon_Routes__Gift_Mons__and_Eggs.pdf;General_Documents___Locations.xlsx	Measured	NONE	direct
956	1344	SPECIES_ESPATHRA	Espathra	NONE	base	1343	2	1343	NONE	NONE	NONE	UNK	Psychic		95	60	60	101	60	105	481	Speed Boost	Frisk	NONE	NONE	NONE	783:0,65:1,403:1,297:1,64:1,45:1,93:1,314:5,608:8,574:11,98:15,60:19,365:24,97:29,253:34,605:43,94:49,387:54	18	402,428,113,304,94,247,115,67,168,355,412,403,248,332,365,369,430,605,473,512,433,413,19,347,492,34,500,241,506,201,240,117,218,237,102,363,182,99,216,290,164,779,92,263,156,214	46	NONE	0	UNK	UNK	NONE	0	UNK	UNK	False	False	False	UNK	NONE	False	speciesData_json.txt;wild_encounters_json.txt;Pokemon_Routes__Gift_Mons__and_Eggs.pdf;General_Documents___Locations.xlsx	Inferred	no direct encounter; reached by evolving a pre-evolution	via_evolution
957	1345	SPECIES_TINKATINK	Tinkatink	NONE	base	1345	1	NONE	EVO_LEVEL:1346:23	EVO_LEVEL	level=23	UNK	Fairy	Steel	50	45	45	35	64	58	297	Mold Breaker	Own Tempo	NONE	NONE	NONE	310:1,584:1,608:5,232:8,343:11,249:14,577:17,186:21,656:24,21:27,430:31,583:35,252:39,260:43,734:47,282:52	16	113,115,317,577,168,444,86,282,157,430,583,249,492,446,14,724,117,218,237,102,363,182,99,216,290,164,779,92,263,156,214	31	628,511,227,364	4	UNK	UNK	MAP_ROUTE114:grass:23-25:10:NONE	1	23	03_Pre-Brawly	False	True	False	False	NONE	False	speciesData_json.txt;wild_encounters_json.txt;Pokemon_Routes__Gift_Mons__and_Eggs.pdf;General_Documents___Locations.xlsx	Measured	NONE	direct
958	1346	SPECIES_TINKATUFF	Tinkatuff	NONE	base	1345	2	1345	EVO_LEVEL:1347:36	EVO_LEVEL	level=36	UNK	Fairy	Steel	65	55	55	45	82	78	380	Mold Breaker	Own Tempo	NONE	NONE	NONE	252:0,252:1,310:1,584:1,608:5,232:8,343:11,249:14,577:17,186:21,656:24,21:27,430:31,583:35,260:43,734:47,282:52	17	113,280,115,317,577,168,444,86,282,157,430,583,249,492,446,14,724,117,218,237,102,363,182,99,216,290,164,779,92,263,156,214	32	NONE	0	UNK	UNK	MAP_ROUTE109:grass:30-40:5:NONE|MAP_LILYCOVE_CITY:grass:38-42:1:NONE	2	30	04_Pre-Aqua-Museum	False	True	False	False	NONE	False	speciesData_json.txt;wild_encounters_json.txt;Pokemon_Routes__Gift_Mons__and_Eggs.pdf;General_Documents___Locations.xlsx	Measured	NONE	direct
959	1347	SPECIES_TINKATON	Tinkaton	NONE	base	1345	3	1346	NONE	NONE	NONE	UNK	Fairy	Steel	85	85	87	70	105	94	526	Mold Breaker	Own Tempo	NONE	NONE	NONE	442:0,252:1,442:1,310:1,584:1,608:5,232:8,343:11,249:14,577:17,186:21,656:24,21:27,430:31,583:35,260:38,819:44,734:47,282:52	19	113,442,280,115,317,577,168,444,86,282,157,430,523,583,249,492,446,14,724,484,117,218,237,102,363,182,99,216,290,164,779,92,263,156,214	35	NONE	0	UNK	UNK	NONE	0	UNK	UNK	False	False	False	UNK	NONE	False	speciesData_json.txt;wild_encounters_json.txt;Pokemon_Routes__Gift_Mons__and_Eggs.pdf;General_Documents___Locations.xlsx	Inferred	no direct encounter; reached by evolving a pre-evolution	via_evolution
960	1348	SPECIES_WIGLETT	Wiglett	NONE	base	1348	1	NONE	EVO_LEVEL:1349:22	EVO_LEVEL	level=22	UNK	Water		10	55	25	35	25	95	245	Gooey	Arena Trap	Sand Veil	NONE	NONE	28:1,55:1,189:4,35:8,453:12,21:16,352:20,29:23,127:26,389:30,638:32	11	58,59,56,91,664,661,414,503,523,789,57,127,492,201,240,352,117,218,237,102,363,182,99,216,290,164,779,92,263,156,214	31	515,262	2	UNK	UNK	MAP_ROUTE117:old_rod:5-10:34:NONE|MAP_ROUTE117:good_rod:10-20:34:NONE|MAP_ROUTE108:old_rod:5-10:33:NONE|MAP_ROUTE108:good_rod:20-20:33:NONE|MAP_SAFARI_ZONE_NORTHWEST:old_rod:5-10:34:NONE|MAP_SAFARI_ZONE_NORTHWEST:old_rod:10-30:33:NONE	6	5	01_Pre-Roxanne	False	True	False	False	NONE	False	speciesData_json.txt;wild_encounters_json.txt;Pokemon_Routes__Gift_Mons__and_Eggs.pdf;General_Documents___Locations.xlsx	Measured	NONE	direct
961	1349	SPECIES_WUGTRIO	Wugtrio	NONE	base	1348	2	1348	NONE	NONE	NONE	UNK	Water		35	115	50	35	70	120	425	Gooey	Arena Trap	Sand Veil	NONE	NONE	389:0,389:1,28:1,55:1,189:4,35:8,453:12,21:16,352:20,29:24,127:27,638:31,793:34,89:40	14	58,59,56,89,91,664,661,414,503,523,789,57,127,492,201,240,352,117,218,237,102,363,182,99,216,290,164,779,92,263,156,214	32	NONE	0	UNK	UNK	MAP_ROUTE117:super_rod:30-35:40:NONE|MAP_ROUTE108:super_rod:20-25:40:NONE|MAP_SAFARI_ZONE_NORTHWEST:good_rod:10-30:33:NONE|MAP_SAFARI_ZONE_NORTHWEST:good_rod:25-30:33:NONE|MAP_SAFARI_ZONE_NORTHWEST:super_rod:30-35:40:NONE	5	10	01_Pre-Roxanne	False	True	False	False	NONE	False	speciesData_json.txt;wild_encounters_json.txt;Pokemon_Routes__Gift_Mons__and_Eggs.pdf;General_Documents___Locations.xlsx	Measured	NONE	direct
962	1350	SPECIES_BOMBIRDIER	Bombirdier	NONE	base	1350	1	NONE	NONE	NONE	NONE	UNK	Flying	Dark	85	103	85	60	85	82	500	Rocky Payload	NONE	NONE	NONE	NONE	43:1,262:1,371:1,17:1,168:7,88:11,18:16,365:20,259:24,317:28,389:34,742:40,157:44,282:47,575:50	15	402,257,269,304,196,317,432,168,542,355,403,444,282,399,157,332,365,369,742,512,555,413,19,849,366,529,492,446,417,350,241,201,240,117,218,237,102,363,182,99,216,290,164,779,92,263,156,214	48	297,644,355,143,389	5	UNK	UNK	MAP_METEOR_FALLS_B1F_2R:surf:30-35:60:NONE|MAP_MT_PYRE_6F:grass:35-40:5:NONE|MAP_MT_PYRE_6F:grass:35-40:5:NONE|MAP_METEOR_FALLS_1F_1R:surf:5-35:60:NONE|MAP_METEOR_FALLS_1F_2R:grass:50-55:10:NONE|MAP_METEOR_FALLS_1F_2R:surf:30-35:60:NONE|MAP_METEOR_FALLS_B1F_1R:grass:50-55:10:NONE|MAP_METEOR_FALLS_B1F_1R:surf:30-35:60:NONE	8	5	01_Pre-Roxanne	False	True	False	False	NONE	False	speciesData_json.txt;wild_encounters_json.txt;Pokemon_Routes__Gift_Mons__and_Eggs.pdf;General_Documents___Locations.xlsx	Measured	NONE	direct
963	1351	SPECIES_FINIZEN	Finizen	NONE	base	1351	1	NONE	EVO_LEVEL:1352:38	EVO_LEVEL	level=38	UNK	Water		70	45	40	45	40	75	315	Water Veil	NONE	NONE	NONE	NONE	48:1,55:1,310:5,116:7,453:12,458:16,291:20,204:23,512:28,227:31,740:34,54:44,56:47	13	740,428,58,59,56,196,664,577,503,512,57,127,34,240,291,117,218,237,102,363,182,99,216,290,164,779,92,263,156,214	30	68,114,321,340,586	5	UNK	UNK	MAP_ROUTE117:old_rod:5-10:33:NONE|MAP_ROUTE117:good_rod:10-20:33:NONE|MAP_ROUTE129:surf:10-30:30:NONE|MAP_ROUTE133:surf:15-25:5:NONE|MAP_ROUTE133:surf:25-30:4:NONE|MAP_SAFARI_ZONE_NORTHWEST:old_rod:5-10:33:NONE|MAP_SAFARI_ZONE_NORTHWEST:good_rod:10-25:34:NONE|MAP_SAFARI_ZONE_NORTHWEST:super_rod:30-35:40:NONE|MAP_SAFARI_ZONE_NORTHWEST:super_rod:35-40:15:NONE|MAP_SAFARI_ZONE_NORTHWEST:super_rod:25-30:4:NONE|MAP_SAFARI_ZONE_NORTHWEST:super_rod:25-30:1:NONE|MAP_SOOTOPOLIS_CITY:old_rod:10-30:33:NONE|MAP_SOOTOPOLIS_CITY:good_rod:30-35:33:NONE	13	5	01_Pre-Roxanne	False	True	False	False	NONE	False	speciesData_json.txt;wild_encounters_json.txt;Pokemon_Routes__Gift_Mons__and_Eggs.pdf;General_Documents___Locations.xlsx	Measured	NONE	direct
964	1352	SPECIES_PALAFIN	Palafin	Zero	base	1351	2	1351	NONE	NONE	NONE	UNK	Water		100	70	72	53	62	100	457	Zero to Hero	NONE	NONE	NONE	NONE	664:0,664:1,740:1,48:1,55:1,310:5,116:7,453:12,458:16,291:20,204:23,512:28,227:31,740:34,54:44,56:47,370:54,785:70,762:77	19	370,740,428,269,58,59,56,304,196,442,396,664,577,411,409,282,503,8,512,704,57,70,127,339,34,264,240,291,117,218,237,102,363,182,99,216,290,164,779,92,263,156,214	43	NONE	0	UNK	UNK	MAP_ROUTE117:super_rod:20-25:40:NONE|MAP_ROUTE129:surf:25-30:4:NONE|MAP_ROUTE129:surf:25-30:1:NONE|MAP_SOOTOPOLIS_CITY:super_rod:35-45:15:NONE|MAP_SOOTOPOLIS_CITY:super_rod:40-45:4:NONE|MAP_SOOTOPOLIS_CITY:super_rod:40-45:1:NONE	6	20	02_Pre-Rustboro-Rival	False	True	False	False	1353	False	speciesData_json.txt;wild_encounters_json.txt;Pokemon_Routes__Gift_Mons__and_Eggs.pdf;General_Documents___Locations.xlsx	Measured	NONE	direct
964	1353	SPECIES_PALAFIN_HERO	Palafin	Hero	other	1353	1	NONE	NONE	NONE	NONE	UNK	Water		100	160	97	106	87	100	650	Zero to Hero	NONE	Mold Breaker	NONE	NONE	664:0,664:1,740:1,48:1,55:1,310:5,116:7,453:12,458:16,291:20,204:23,512:28,227:31,740:34,54:44,56:47,370:54,785:70,762:77	19	370,740,428,269,58,59,56,304,196,442,396,664,577,411,409,282,503,8,512,704,57,70,127,339,34,264,240,291,117,218,237,102,363,182,99,216,290,164,779,92,263,156,214	43	NONE	0	UNK	UNK	NONE	0	UNK	UNK	False	False	False	UNK	1352	False	speciesData_json.txt;wild_encounters_json.txt;Pokemon_Routes__Gift_Mons__and_Eggs.pdf;General_Documents___Locations.xlsx	Unresolved	no acquisition record in any supplied source	none
965	1354	SPECIES_VAROOM	Varoom	NONE	base	1354	1	NONE	EVO_LEVEL:1355:34	EVO_LEVEL	level=34	UNK	Steel	Poison	45	70	63	30	45	47	300	Overcoat	NONE	Filter	NONE	NONE	122:1,139:1,123:4,269:7,372:10,124:13,360:17,29:21,103:25,442:28,207:32,398:36,253:41,787:46,441:50	15	428,269,442,188,168,474,360,398,369,441,430,523,482,704,70,249,334,446,34,241,201,240,724,117,218,237,102,363,182,99,216,290,164,779,92,263,156,214	38	92,114,120,259,575	5	UNK	UNK	MAP_METEOR_FALLS_1F_1R:grass:25-27:1:NONE|MAP_SAFARI_ZONE_NORTHEAST:grass:40-45:5:NONE|MAP_ANCIENT_TOMB:grass:25-30:20:NONE|MAP_ANCIENT_TOMB:grass:25-30:20:NONE|MAP_ANCIENT_TOMB:grass:25-30:10:NONE|Oldale Town Pokemon Center 1F:egg:1-1:UNK:Speak to egg man, random egg	6	1	01_Pre-Roxanne	False	True	False	False	NONE	False	speciesData_json.txt;wild_encounters_json.txt;Pokemon_Routes__Gift_Mons__and_Eggs.pdf;General_Documents___Locations.xlsx	Measured	NONE	direct
966	1355	SPECIES_REVAVROOM	Revavroom	NONE	base	1354	2	1354	NONE	NONE	NONE	UNK	Steel	Poison	80	119	90	54	67	90	500	Overcoat	NONE	Filter	NONE	NONE	787:0,787:1,393:1,122:1,139:1,123:4,269:7,372:10,124:13,360:17,29:21,103:25,442:28,207:32,398:36,253:41,787:49,441:54,508:64	19	428,269,442,188,630,168,315,843,474,360,398,369,441,430,523,482,535,704,70,249,488,334,446,34,241,201,240,724,484,117,218,237,102,363,182,99,216,290,164,779,92,263,156,214	44	NONE	0	UNK	UNK	MAP_VICTORY_ROAD_B2F:grass:60-65:20:NONE|MAP_VICTORY_ROAD_B2F:grass:60-65:20:NONE	2	60	11_Pre-Route119-Rival	False	True	False	False	NONE	False	speciesData_json.txt;wild_encounters_json.txt;Pokemon_Routes__Gift_Mons__and_Eggs.pdf;General_Documents___Locations.xlsx	Measured	NONE	direct
967	1356	SPECIES_CYCLIZAR	Cyclizar	NONE	base	1356	1	NONE	NONE	NONE	NONE	UNK	Dragon	Normal	70	95	65	85	65	121	501	Shed Skin	NONE	Regenerator	NONE	NONE	33:1,45:1,229:7,269:11,712:14,98:18,44:23,369:27,337:31,406:36,38:44,407:47,508:54,806:65	14	337,269,304,442,85,630,168,315,843,406,231,282,332,369,525,727,528,512,434,789,422,424,34,241,811,240,438,844,850,117,218,237,102,363,182,99,216,290,164,779,92,263,156,214	44	231,282,401,438	4	UNK	UNK	MAP_ROUTE128:grass:45-50:10:NONE|MAP_SAFARI_ZONE_NORTHWEST:grass:40-45:10:NONE|MAP_METEOR_FALLS_1F_1R:grass:25-27:1:NONE|MAP_METEOR_FALLS_1F_2R:grass:50-55:20:NONE|MAP_METEOR_FALLS_B1F_1R:grass:50-55:20:NONE	5	25	03_Pre-Brawly	False	True	False	False	NONE	False	speciesData_json.txt;wild_encounters_json.txt;Pokemon_Routes__Gift_Mons__and_Eggs.pdf;General_Documents___Locations.xlsx	Measured	NONE	direct
968	1357	SPECIES_ORTHWORM	Orthworm	NONE	base	1357	1	NONE	NONE	NONE	NONE	UNK	Steel		70	85	145	60	55	65	480	Earth Eater	NONE	Sand Veil	NONE	NONE	106:1,33:1,35:1,189:7,479:12,523:16,442:21,36:26,91:30,201:34,334:38,231:43,89:47,806:52,484:56	15	442,89,91,280,630,317,231,661,414,157,525,523,276,704,70,249,612,334,446,350,34,201,479,191,724,484,117,218,237,102,363,182,99,216,290,164,779,92,263,156,214	41	489,174,368	3	UNK	UNK	MAP_ROUTE111:grass:20-24:4:NONE|MAP_ROUTE133:grass:45-50:10:NONE|MAP_METEOR_FALLS_1F_2R:grass:50-55:4:NONE|MAP_METEOR_FALLS_B1F_1R:grass:50-55:4:NONE|MAP_MOSSDEEP_CITY:grass:38-42:1:NONE	5	20	02_Pre-Rustboro-Rival	False	True	False	False	NONE	False	speciesData_json.txt;wild_encounters_json.txt;Pokemon_Routes__Gift_Mons__and_Eggs.pdf;General_Documents___Locations.xlsx	Measured	NONE	direct
969	1358	SPECIES_GLIMMET	Glimmet	NONE	base	1358	1	NONE	EVO_LEVEL:1359:35	EVO_LEVEL	level=35	UNK	Rock	Poison	48	35	42	105	60	60	350	Toxic Debris	Corrosion	NONE	NONE	NONE	88:1,106:1,479:1,491:7,246:11,397:15,446:18,474:22,201:26,120:29,157:33,408:37,151:41,482:46	14	113,115,188,317,474,153,444,157,441,605,482,334,397,446,350,241,201,408,240,479,191,117,218,237,102,363,182,99,216,290,164,779,92,263,156,214	36	153,262,92	3	UNK	UNK	MAP_ROUTE120:grass:35-40:5:NONE	1	35	07_Pre-MtChimney-Magma	False	True	False	False	NONE	False	speciesData_json.txt;wild_encounters_json.txt;Pokemon_Routes__Gift_Mons__and_Eggs.pdf;General_Documents___Locations.xlsx	Measured	NONE	direct
970	1359	SPECIES_GLIMMORA	Glimmora	NONE	base	1358	2	1358	NONE	NONE	NONE	UNK	Rock	Poison	83	55	90	130	81	86	525	Toxic Debris	Corrosion	NONE	NONE	NONE	794:0,596:1,390:1,794:1,88:1,106:1,479:1,491:7,246:11,397:15,446:18,474:22,201:26,120:29,157:33,408:39,151:44,482:50	18	113,115,188,317,412,474,153,444,414,157,441,430,605,482,334,397,446,350,241,76,201,408,728,240,479,191,117,218,237,102,363,182,99,216,290,164,779,92,263,156,214	41	NONE	0	UNK	UNK	MAP_SEAFLOOR_CAVERN_ROOM5:grass:40-50:10:NONE|MAP_SEAFLOOR_CAVERN_ROOM5:grass:40-50:10:NONE|MAP_MAGMA_HIDEOUT_1F:grass:40-50:4:NONE|MAP_MAGMA_HIDEOUT_1F:grass:40-50:4:NONE|MAP_MAGMA_HIDEOUT_2F_1R:grass:40-50:4:NONE|MAP_MAGMA_HIDEOUT_2F_1R:grass:40-50:4:NONE|MAP_MAGMA_HIDEOUT_2F_2R:grass:40-50:4:NONE|MAP_MAGMA_HIDEOUT_2F_2R:grass:40-50:4:NONE	8	40	07_Pre-MtChimney-Magma	False	True	False	False	NONE	False	speciesData_json.txt;wild_encounters_json.txt;Pokemon_Routes__Gift_Mons__and_Eggs.pdf;General_Documents___Locations.xlsx	Measured	NONE	direct
971	1360	SPECIES_GREAVARD	Greavard	NONE	base	1360	1	NONE	EVO_LEVEL_NIGHT:1361:30	EVO_LEVEL_NIGHT	level=30	UNK	Ghost		50	61	60	30	55	34	290	Pickup	NONE	Fluffy	NONE	NONE	33:1,45:1,122:1,39:3,44:6,46:9,29:11,425:13,91:16,156:20,242:24,583:28,270:32,566:36,204:40,38:44	16	46,91,247,168,737,661,523,555,583,422,423,424,241,506,201,566,660,240,117,218,237,102,363,182,99,216,290,164,779,92,263,156,214	33	50,194,262,281,336,425	6	UNK	UNK	MAP_ROUTE111:grass:20-24:10:NONE	1	20	02_Pre-Rustboro-Rival	False	True	False	False	NONE	False	speciesData_json.txt;wild_encounters_json.txt;Pokemon_Routes__Gift_Mons__and_Eggs.pdf;General_Documents___Locations.xlsx	Measured	NONE	direct
972	1361	SPECIES_HOUNDSTONE	Houndstone	NONE	base	1360	2	1360	NONE	NONE	NONE	UNK	Ghost		72	101	100	50	97	68	488	Sand Rush	NONE	Fluffy	NONE	NONE	566:0,566:1,33:1,45:1,122:1,39:3,44:6,46:9,29:11,425:13,91:16,156:20,242:24,583:28,270:32,704:38,204:42,38:46,782:69	19	46,91,247,168,261,421,737,661,523,555,583,704,15,70,422,423,424,241,506,201,566,660,240,117,218,237,102,363,182,99,216,290,164,779,92,263,156,214	38	NONE	0	UNK	UNK	MAP_SEAFLOOR_CAVERN_ROOM5:grass:40-50:10:NONE|MAP_SEAFLOOR_CAVERN_ROOM5:grass:40-50:10:NONE	2	40	07_Pre-MtChimney-Magma	False	True	False	False	NONE	False	speciesData_json.txt;wild_encounters_json.txt;Pokemon_Routes__Gift_Mons__and_Eggs.pdf;General_Documents___Locations.xlsx	Measured	NONE	direct
973	1362	SPECIES_FLAMIGO	Flamigo	NONE	base	1362	1	NONE	NONE	NONE	NONE	UNK	Flying	Fighting	92	115	74	75	74	90	520	Scrappy	NONE	NONE	NONE	NONE	383:1,64:1,24:5,197:9,17:12,116:15,67:18,364:21,371:25,355:29,642:33,26:35,25:39,469:44,638:44,413:47	16	370,269,67,664,432,168,542,355,403,741,490,332,365,369,742,512,413,19,366,339,14,299,117,218,237,102,363,182,99,216,290,164,779,92,263,156,214	37	501,143	2	UNK	UNK	MAP_ROUTE114:surf:20-30:1:NONE|MAP_ROUTE128:grass:45-50:20:NONE|MAP_SEAFLOOR_CAVERN_ROOM8:grass:40-50:20:NONE|MAP_SEAFLOOR_CAVERN_ROOM8:grass:40-50:20:NONE	4	20	02_Pre-Rustboro-Rival	False	True	False	False	NONE	False	speciesData_json.txt;wild_encounters_json.txt;Pokemon_Routes__Gift_Mons__and_Eggs.pdf;General_Documents___Locations.xlsx	Measured	NONE	direct
974	1363	SPECIES_CETODDLE	Cetoddle	NONE	base	1363	1	NONE	EVO_ITEM:1364:215	EVO_ITEM	item=215	UNK	Ice		108	68	45	30	40	43	334	Thick Fat	Slush Rush	Sheer Force	NONE	NONE	181:1,33:1,45:1,497:5,420:10,156:15,36:20,175:22,419:26,340:30,34:35,133:39,789:43,38:47,59:49	15	58,59,304,196,89,664,661,523,276,583,704,789,70,249,334,446,809,423,34,240,484,117,218,237,102,363,182,99,216,290,164,779,92,263,156,214	36	187,494,556,276,281	5	UNK	UNK	MAP_METEOR_FALLS_1F_1R:grass:25-27:10:NONE	1	25	03_Pre-Brawly	False	True	False	False	NONE	False	speciesData_json.txt;wild_encounters_json.txt;Pokemon_Routes__Gift_Mons__and_Eggs.pdf;General_Documents___Locations.xlsx	Measured	NONE	direct
975	1364	SPECIES_CETITAN	Cetitan	NONE	base	1363	2	1363	NONE	NONE	NONE	UNK	Ice		170	113	65	45	55	73	521	Thick Fat	Slush Rush	Sheer Force	NONE	NONE	181:1,33:1,45:1,497:5,420:10,156:15,36:20,175:22,419:26,340:30,34:35,133:39,789:43,38:47,59:49	15	58,59,304,196,89,630,664,661,282,523,8,276,583,704,789,70,249,334,446,809,423,34,240,484,117,218,237,102,363,182,99,216,290,164,779,92,263,156,214	39	NONE	0	UNK	UNK	MAP_ROUTE107:grass:30-40:10:NONE	1	30	04_Pre-Aqua-Museum	False	True	False	False	NONE	False	speciesData_json.txt;wild_encounters_json.txt;Pokemon_Routes__Gift_Mons__and_Eggs.pdf;General_Documents___Locations.xlsx	Measured	NONE	direct
